NUM,Project,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,Type,Effort_Norm,Norm_Factor,KSLOC,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,NOCH,DIT,CBO,NIVPC,NUMS,NCI,NCIF,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,F15a_tour_conductor,34,16,83,0,0,20,88,14,64,21,0,14,14,0,0,0,0,0,0,0,0,0,4,0,1.5,0,0,0,0,1.5,0,0,0,0,6,0,20,0,6,14,20,7.3,3.936666667,28.73766667,Unknown,NA,NA,NA,1347,0,1,1,4,2,2,0,0,70,70,105,102,105,105,102,105,0,21,0,0,0,0,8,0,0,0,0,0,1.5,0,0,0,0,14,0,0,0,0,0,0,0,6,14,0,0,8,0,0,0,0,14,0,0,0,0,0,21,0,0,0,1.5,0,0,14,1.5,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\F15a_tour_conductor/2018-7-14@1534297420410\transactionEvaluation.csv
1,f16a_Fuppy,32,16,104,0,0,43,58,18,72,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12,20,12,10.66666667,2.986111111,31.85185185,Unknown,NA,NA,NA,4087,0,1,1,0,8,0,0,0,80,80,100,100,90,100,100,90,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,18,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2016-2017\XMIsV1.0\f16a_Fuppy/2018-7-14@1534298519652\transactionEvaluation.csv
1,f16a_GoGrrrlsApp,48,24,179,0,0,28,204,26,131,5,20,26,26,0,0,0,0,22,0,0,0,20,2,0.769230769,0.192307692,0.846153846,0,0,0,0.192307692,2.1,0,0,0,0,0,18,0,0,30,18,8.555555556,5.155246914,44.10600137,Unknown,NA,NA,NA,1960,0,1,1,5,4,3,0,0,110,110,145,140,124,145,140,124,0,5,0,20,20,0,12,2.1,0.769230769,0,0,0,0.192307692,0,0,0,0,26,0.080769231,0,0,0,0,0,0,6,26,0,0,12,0,0,0,0,26,0,0,0,20,22,5,0,0.769230769,0.846153846,0.192307692,0,0,26,0.192307692,0,0,0,0,0.846153846,20,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2016-2017\XMIsV1.0\f16a_GoGrrrlsApp/2018-7-14@1534298519657\transactionEvaluation.csv
1,f16a_Newlette_Coins,0,4,0,0,0,0,0,11,0,13,8,11,11,0,0,0,0,8,0,0,0,8,1,0.727272727,1.181818182,0.727272727,0,0,0,1.181818182,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,NA,NA,NA,1407,0,1,1,2,0,0,0,0,10,10,0,0,0,0,0,0,0,13,0,8,8,0,2,0.6,0.727272727,0,0,0,1.181818182,0,0,0,0,11,0.054545455,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,11,0,0,0,8,8,13,0,0.727272727,0.727272727,1.181818182,0,0,11,1.181818182,0,0,0,0,0.727272727,8,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2016-2017\XMIsV1.0\f16a_Newlette_Coins/2018-7-14@1534298519656\transactionEvaluation.csv
1,Improvementon_on_VITA_website,29,18,79,0,0,33,56,10,61,43,0,10,10,0,0,0,0,0,0,0,0,0,6,0,4.3,0,0,0,0,4.3,0,0,0,0,11,0,13,0,11,16,13,10.76923077,3.068681319,33.04733728,Unknown,NA,NA,NA,336,0,1,1,8,1,0,0,0,50,50,135,135,138,135,135,138,0,43,0,0,0,0,9,0,0,0,0,0,4.3,0,0,0,0,10,0,0,0,0,0,0,0,3,10,0,0,9,0,0,0,0,10,0,0,0,0,0,43,0,0,0,4.3,0,0,10,4.3,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2012-2013\XMIsV1.1\Improvementon_on_VITA_website/2018-7-14@1534295535021\transactionEvaluation.csv
1,Improving_Thai_CDC,163,44,364,0,0,134,270,14,275,32,0,14,14,0,0,0,0,0,0,0,0,0,7,0,2.285714286,0,0,0,0,2.285714286,0,0,0,0,46,0,58,0,46,105,58,14.39655172,4.427145381,63.73562747,Unknown,NA,NA,NA,363,0,1,1,6,5,11,0,0,245,245,375,373,400,375,373,400,0,32,0,0,0,0,22,0,0,0,0,0,2.285714286,0,0,0,0,14,0,0,0,0,0,0,0,3,14,0,0,22,0,0,0,0,14,0,0,0,0,0,32,0,0,0,2.285714286,0,0,14,2.285714286,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2011-2012\XMIsV1.1\Improving_Thai_CDC/2018-7-14@1534294734657\transactionEvaluation.csv
1,Istartonmonday_com,121,48,290,0,0,193,18,17,215,37,0,17,17,0,0,0,0,0,0,0,0,0,10,0,2.176470588,0,0,0,0,2.176470588,0,0,0,0,25,0,25,0,25,96,25,22.68,3.724807119,84.47862545,Unknown,NA,NA,NA,524,0,1,1,7,6,11,0,0,260,260,335,332,352,335,332,352,0,37,0,0,0,0,24,0,0,0,0,0,2.176470588,0,0,0,0,17,0,0,0,0,0,0,0,3,17,0,0,24,0,0,0,0,17,0,0,0,0,0,37,0,0,0,2.176470588,0,0,17,2.176470588,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2011-2012\XMIsV1.1\Istartonmonday_com/2018-7-14@1534294734658\transactionEvaluation.csv
1,Leamos_TM,58,32,171,0,0,38,152,16,130,41,0,16,16,0,0,0,0,0,0,1,0,0,9,0,2.5625,0,0,0.0625,0,2.5625,0,0,0,0,28,0,50,0,28,8,50,5.46,3.56775359,19.4799346,Unknown,NA,NA,NA,948,0,1,1,6,10,0,0,0,130,130,220,213,227,220,213,227,0,41,1,0,0,0,16,0,0,0,0,0,2.5625,0,0,0,0,16,0,0,0,0,0,0,0,4,16,0,0,16,0,0,0,0,16,0,0,1,0,0,41,0,0,0,2.5625,0,0,16,2.5625,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2011-2012\XMIsV1.1\Leamos_TM/2018-7-14@1534294734658\transactionEvaluation.csv
1,LEMA_FAMILY_ACCOUNTABILITY_SYSTEM,133,40,238,0,0,15,252,32,168,103,19,32,32,0,0,0,0,19,3,5,0,19,14,0.59375,3.21875,0.59375,0.09375,0.15625,0,3.21875,2.4,0,0,0,0,0,106,0,0,27,106,5.226415094,7.512899137,39.26552945,Unknown,NA,NA,NA,1793,0,1,1,10,3,7,0,0,185,185,235,238,247,235,238,247,0,103,8,19,19,0,20,2.4,0.59375,0,0,0,3.21875,0,0,0,3,32,0.075,0,0,0,0,0,0,4,32,0,0,20,0,0,0,0,32,0,3,5,19,19,103,0,0.59375,0.59375,3.21875,0,0,32,3.21875,0,0,0,0,0.59375,19,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2011-2012\XMIsV1.1\LEMA_FAMILY_ACCOUNTABILITY_SYSTEM/2018-7-14@1534294734659\transactionEvaluation.csv
1,LEMA_Pilot_School_Integrated_Scheduling_System,75,38,191,0,0,43,166,30,141,99,0,30,30,0,0,0,0,0,0,0,0,0,26,0,3.3,0,0,0,0,3.3,0,0,0,0,12,0,39,0,12,36,39,8.384615385,3.128488707,26.23117455,Unknown,NA,NA,NA,1049.81,0,1,1,9,7,3,0,0,160,160,240,231,230,240,231,230,0,99,0,0,0,0,19,0,0,0,0,0,3.3,0,0,0,0,30,0,0,0,0,0,0,0,2,30,0,0,19,0,0,0,0,30,0,0,0,0,0,99,0,0,0,3.3,0,0,30,3.3,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2011-2012\XMIsV1.1\LEMA_Pilot_School_Integrated_Scheduling_System/2018-7-14@1534294734662\transactionEvaluation.csv
1,Los_Angeles_Child_Guidance_Clinic_Employment_Opportunities_Online_Application_System,118,42,249,0,0,83,184,42,191,96,14,42,42,0,0,0,0,14,0,1,0,14,15,0.333333333,2.285714286,0.333333333,0,0.023809524,0,2.285714286,3.3,0,0,0,41,0,62,0,41,56,62,9.080645161,3.330598482,30.24398299,Unknown,NA,NA,NA,795.6,0,1,1,6,5,10,0,0,230,230,260,246,257,260,246,257,0,96,1,14,14,0,21,3.3,0.333333333,0,0,0,2.285714286,0,0,0,0,42,0.078571429,0,0,0,0,0,0,0,42,0,0,21,0,0,0,0,42,0,0,1,14,14,96,0,0.333333333,0.333333333,2.285714286,0,0,42,2.285714286,0,0,0,0,0.333333333,14,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2011-2012\XMIsV1.1\Los_Angeles_Child_Guidance_Clinic_Employment_Opportunities_Online_Application_System/2018-7-14@1534294734660\transactionEvaluation.csv
1,Pediatric_Trauma_Society_Research_Investigator_Databank _PTS_RID,43,32,114,0,0,50,68,44,85,48,0,44,44,0,0,0,0,0,0,4,0,0,10,0,1.090909091,0,0,0.090909091,0,1.090909091,0,0,0,0,12,0,17,0,12,26,17,10.82352941,2.076470588,22.47474048,Unknown,NA,NA,NA,1099.8,0,1,1,16,0,0,0,0,80,80,200,182,173,200,182,173,0,48,4,0,0,0,16,0,0,0,0,0,1.090909091,0,0,0,0,44,0,0,0,0,0,0,0,0,44,0,0,16,0,0,0,0,44,0,0,4,0,0,48,0,0,0,1.090909091,0,0,44,1.090909091,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2012-2013\XMIsV1.1\Pediatric_Trauma_Society_Research_Investigator_Databank _PTS_RID/2018-7-14@1534295535022\transactionEvaluation.csv
1,S13b_PTS_RID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,NA,NA,NA,1072,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\S13b_PTS_RID/2018-7-14@1534299141720\transactionEvaluation.csv
1,S13b_SomaticsWeb_DataServices,0,0,0,0,0,0,0,5,0,25,0,5,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,NA,NA,NA,541,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\S13b_SomaticsWeb_DataServices/2018-7-14@1534299141719\transactionEvaluation.csv
1,S13b_United_Direct_Marketing,0,0,0,0,0,0,0,5,0,1,6,5,5,0,0,0,0,9,0,0,0,6,0,1.2,0.2,1.8,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,NA,NA,NA,166,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,0,0,0.6,1.2,0,0,0,0.2,0,0,0,0,5,0.12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,6,9,1,0,1.2,1.8,0.2,0,0,5,0.2,0,0,0,0,1.8,6,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\S13b_United_Direct_Marketing/2018-7-14@1534299141720\transactionEvaluation.csv
1,S14b_E-LockBox,155,50,277,0,0,109,156,19,211,57,17,19,19,0,0,0,0,0,0,0,0,17,7,0.894736842,3,0,0,0,0,3,1.5,0,0,0,35,0,60,0,35,95,60,12.28333333,4.305220831,52.88246254,Unknown,NA,NA,NA,NA,0,1,1,11,1,13,0,0,260,260,165,165,168,165,165,168,0,57,0,17,17,0,25,1.5,0.894736842,0,0,0,3,0,0,0,0,19,0.078947368,0,0,0,0,0,0,13,19,0,0,25,0,0,0,0,19,0,0,0,17,0,57,0,0.894736842,0,3,0,0,19,3,0,0,0,0,0,17,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\S14b_E-LockBox/2018-7-14@1534299141721\transactionEvaluation.csv
1,S14b_Healthy_Kids_Zone_SurveyApp,172,48,296,0,0,83,214,25,231,18,57,25,25,0,0,0,0,0,0,0,0,57,0,2.28,0.72,0,0,0,0,0.72,4.2,0,0,0,25,0,79,0,25,93,79,10.98734177,3.823133283,42.00607202,Unknown,NA,NA,NA,950,0,1,1,6,3,15,0,0,285,285,255,254,238,255,254,238,0,18,0,57,57,0,24,4.2,2.28,0,0,0,0.72,0,0,0,0,25,0.168,0,0,0,0,0,0,8,25,0,0,24,0,0,0,0,25,0,0,0,57,0,18,0,2.28,0,0.72,0,0,25,0.72,0,0,0,0,0,57,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\S14b_Healthy_Kids_Zone_SurveyApp/2018-7-14@1534299141721\transactionEvaluation.csv
1,S14b_JEP_Online_Platform,261,40,383,0,0,199,132,21,290,13,12,21,21,0,0,0,0,10,0,0,0,12,1,0.571428571,0.619047619,0.476190476,0,0,0,0.619047619,0.6,0,0,0,49,0,68,0,49,193,68,20.88235294,6.851374609,143.0728227,Unknown,NA,NA,NA,1295.04,0,1,1,2,0,18,0,0,280,280,240,254,222,240,254,222,0,13,0,12,12,0,20,0.6,0.571428571,0,0,0,0.619047619,0,0,0,0,21,0.028571429,0,0,0,0,0,0,11,21,0,0,20,0,0,0,0,21,0,0,0,12,10,13,0,0.571428571,0.476190476,0.619047619,0,0,21,0.619047619,0,0,0,0,0.476190476,12,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\S14b_JEP_Online_Platform/2018-7-14@1534299141722\transactionEvaluation.csv
1,S14b_Lose4Good,217,24,283,0,0,106,140,33,219,66,16,33,33,0,0,0,0,11,0,0,0,16,19,0.484848485,2,0.333333333,0,0,0,2,1.8,0,0,0,40,0,70,0,40,147,70,17.51428571,5.981810984,104.7671467,Unknown,NA,NA,NA,1810.32,0,1,1,0,2,10,0,0,170,170,160,164,164,160,164,164,0,66,0,16,16,0,12,1.8,0.484848485,0,0,0,2,0,0,0,0,33,0.054545455,0,0,0,0,0,0,24,33,0,0,12,0,0,0,0,33,0,0,0,16,11,66,0,0.484848485,0.333333333,2,0,0,33,2,0,0,0,0,0.333333333,16,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\S14b_Lose4Good/2018-7-14@1534299141723\transactionEvaluation.csv
1,S14b_Student_Scheduling_Systemb,96,24,183,0,0,106,18,21,136,28,31,21,21,0,0,0,0,0,0,0,0,31,5,1.476190476,1.333333333,0,0,0,0,1.333333333,1.8,0,0,0,32,0,33,0,32,63,33,11.39393939,3.947548265,44.97812569,Unknown,NA,NA,NA,1393.84,0,1,1,0,2,10,0,0,170,170,160,156,151,160,156,151,0,28,0,31,31,0,12,1.8,1.476190476,0,0,0,1.333333333,0,0,0,0,21,0.085714286,0,0,0,0,0,0,8,21,0,0,12,0,0,0,0,21,0,0,0,31,0,28,0,1.476190476,0,1.333333333,0,0,21,1.333333333,0,0,0,0,0,31,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\S14b_Student_Scheduling_Systemb/2018-7-14@1534299141723\transactionEvaluation.csv
1,S15b_mission_science_irobots,52,20,125,0,0,34,114,20,95,3,16,20,20,0,0,0,0,20,0,0,0,16,1,0.8,0.15,1,0,0,0,0.15,1.8,0,6,0,19,6,30,0,25,22,30,8.9,4.189927301,37.29035298,Unknown,NA,NA,NA,759,0,1,1,0,9,1,0,0,105,105,145,144,134,145,144,134,0,3,0,16,16,0,10,1.8,0.8,0,0,0,0.15,0,0,0,0,20,0.09,0,0,0,0,0,0,5,20,0,0,10,0,0,0,0,20,0,0,0,16,20,3,0,0.8,1,0.15,0,0,20,0.15,0,0,0,0,1,16,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\S15b_mission_science_irobots/2018-7-14@1534297420410\transactionEvaluation.csv
1,s15b_snap_valet,199,22,294,0,0,93,208,20,221,48,0,20,20,0,0,0,0,0,0,0,0,0,7,0,2.4,0,0,0,0,2.4,0,0,2,0,16,2,45,0,18,154,45,22.62222222,4.97151603,112.4667404,Unknown,NA,NA,NA,302.5,0,1,1,0,0,11,0,0,165,165,160,170,183,160,170,183,0,48,0,0,0,0,11,0,0,0,0,0,2.4,0,0,0,0,20,0,0,0,0,0,0,0,23,20,0,0,11,0,0,0,0,20,0,0,0,0,0,48,0,0,0,2.4,0,0,20,2.4,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\s15b_snap_valet/2018-7-14@1534297420411\transactionEvaluation.csv
1,S15b_we_are_trojans_network,163,18,198,0,0,37,134,32,154,48,94,32,32,0,0,0,0,94,0,0,0,94,8,2.9375,1.5,2.9375,0,0,0,1.5,3.9,0,8,0,6,8,26,0,14,137,26,35.65384615,5.147822435,183.5396691,Unknown,NA,NA,NA,1965,0,1,1,0,0,9,0,0,135,135,125,133,135,125,133,135,0,48,0,94,94,0,9,3.9,2.9375,0,0,0,1.5,0,0,0,0,32,0.121875,0,0,0,0,0,0,11,32,0,0,9,0,0,0,0,32,0,0,0,94,94,48,0,2.9375,2.9375,1.5,0,0,32,1.5,0,0,0,0,2.9375,94,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\S15b_we_are_trojans_network/2018-7-14@1534297420412\transactionEvaluation.csv
1,s16b_combat_conflict,35,14,76,0,0,43,28,11,57,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,9,25,10,12.2,4.078998779,49.7637851,Unknown,NA,NA,NA,1669.2,0,1,1,4,0,3,0,0,65,65,90,86,73,90,86,73,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,11,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\s16b_combat_conflict/2018-7-14@1534297420412\transactionEvaluation.csv
1,S16b_flower_seeker,84,32,186,0,0,55,126,51,135,208,75,51,51,0,0,0,0,163,0,0,0,75,25,1.470588235,4.078431373,3.196078431,0,0,0,4.078431373,4.8,0,3,0,18,3,47,0,21,37,47,5.85106383,3.069380778,17.95914285,Unknown,NA,NA,NA,804.5,0,1,1,1,10,5,0,0,180,180,205,197,192,205,197,192,0,208,0,75,75,0,16,4.8,1.470588235,0,0,0,4.078431373,0,0,0,0,51,0.094117647,0,0,0,0,0,0,5,51,0,0,16,0,0,0,0,51,0,0,0,75,163,208,0,1.470588235,3.196078431,4.078431373,0,0,51,4.078431373,0,0,0,0,3.196078431,75,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\S16b_flower_seeker/2018-7-14@1534297420413\transactionEvaluation.csv
1,s16b_Picshare_AA,94,48,221,0,0,76,178,15,168,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,2,38,0,15,56,38,9.394736842,3.899690481,36.63656583,Unknown,NA,NA,NA,1592,0,1,1,13,8,3,0,0,190,190,345,339,282,345,339,282,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,15,0,0,24,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\s16b_Picshare_AA/2018-7-14@1534297420413\transactionEvaluation.csv
1,s16b_Picshare_RA,387,48,555,0,0,291,206,18,397,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,78,0,53,309,78,16.14102564,7.053280641,113.8471837,Unknown,NA,NA,NA,3113,0,1,1,1,0,23,0,0,350,350,375,409,400,375,409,400,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,8,18,0,0,24,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\s16b_Picshare_RA/2018-7-14@1534297420414\transactionEvaluation.csv
1,Web_based_product_configurator_and_data_service_system,44,30,117,0,0,55,62,9,89,25,0,9,9,0,0,0,0,0,0,0,0,0,5,0,2.777777778,0,0,0,0,2.777777778,0,0,0,0,16,0,18,0,16,26,18,10.94444444,2.734294872,29.92533832,Unknown,NA,NA,NA,73,0,1,1,13,2,0,0,0,85,85,175,171,171,175,171,171,0,25,0,0,0,0,15,0,0,0,0,0,2.777777778,0,0,0,0,9,0,0,0,0,0,0,0,3,9,0,0,15,0,0,0,0,9,0,0,0,0,0,25,0,0,0,2.777777778,0,0,9,2.777777778,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2012-2013\XMIsV1.1\Web_based_product_configurator_and_data_service_system/2018-7-14@1534295535024\transactionEvaluation.csv
1,Web_Media_Modernization_2012,28,22,74,0,0,10,88,15,55,24,0,15,15,0,0,0,0,0,3,0,0,0,10,0,1.6,0,0.2,0,0,1.6,0,0,0,0,0,0,20,0,0,8,20,5.95,3.82,22.729,Unknown,NA,NA,NA,920,0,1,1,11,0,0,0,0,55,55,130,124,114,130,124,114,0,24,3,0,0,0,11,0,0,0,0,0,1.6,0,0,0,3,15,0,0,0,0,0,0,0,0,15,0,0,11,0,0,0,0,15,0,3,0,0,0,24,0,0,0,1.6,0,0,15,1.6,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2012-2013\XMIsV1.1\Web_Media_Modernization_2012/2018-7-14@1534295535025\transactionEvaluation.csv
1,XL_2,32,16,79,0,0,27,52,13,61,15,11,13,13,0,0,0,0,0,0,1,0,11,6,0.846153846,1.153846154,0,0,0.076923077,0,1.153846154,0.9,0,0,0,0,0,6,0,0,26,6,13.66666667,4.216374269,57.62378168,Unknown,NA,NA,NA,499,0,1,1,1,6,1,0,0,80,80,145,142,153,145,142,153,0,15,1,11,11,0,8,0.9,0.846153846,0,0,0,1.153846154,0,0,0,0,13,0.069230769,0,0,0,0,0,0,4,13,0,0,8,0,0,0,0,13,0,0,1,11,0,15,0,0.846153846,0,1.153846154,0,0,13,1.153846154,0,0,0,0,0,11,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2012-2013\XMIsV1.1\XL_2/2018-7-14@1534295535026\transactionEvaluation.csv
